S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;Feasible;Eigenvalue;Stable;Type
20;1;0;1;0;0;0,2777777777777778;1;0;0;None;Quadratic;FALSE;Normal;0,18941673333756626;1;1,00980399342782623;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,2777777777777778;1;0;0;None;Quadratic;FALSE;Normal;0,18941673333756626;1;0,97088156540771908;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;-1;0;0;None;Quadratic;FALSE;Normal;0,40255677653476596;1;-0,99999999999999811;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;-1;0;0;None;Quadratic;FALSE;Normal;0,40255677653476596;1;-0,15444337111514758;TRUE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;0;0;0;None;Quadratic;FALSE;Normal;0,41323502967134118;1;0,04053615924011675;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;0;0;0;None;Quadratic;FALSE;Normal;0,41323502967134118;1;0,36270116429667709;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;1;0;0;None;Quadratic;FALSE;Normal;0,05131882056593895;1;1,51156732053861687;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;1;0;0;None;Quadratic;FALSE;Normal;0,05131882056593895;1;1,44736249022731345;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;-1;0;0;None;Quadratic;FALSE;Normal;0,37567562214098871;1;-0,99999999999999889;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;-1;0;0;None;Quadratic;FALSE;Normal;0,37567562214098871;1;0,26765864564115111;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;0;0;0;None;Quadratic;FALSE;Normal;0,97811728087253869;1;0,34898027020322109;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;0;0;0;None;Quadratic;FALSE;Normal;0,97811728087253869;1;0,32290156750379595;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;1;0;0;None;Quadratic;FALSE;Normal;0,14074926078319550;1;2,49233261918346471;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;1;0;0;None;Quadratic;FALSE;Normal;0,14074926078319550;1;2,32383906385685490;FALSE;Constrained HOIs
20;1;0;1;0;0;0,4444444444444444;-1;0;0;None;Quadratic;FALSE;Normal;0,07855911948718131;1;-0,99999999999999889;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,4444444444444444;-1;0;0;None;Quadratic;FALSE;Normal;0,07855911948718131;1;-0,23372215961764051;TRUE;Constrained HOIs
